stop,pagerank
Srinivasapura Colony,0.00020359916057133048
Koramangala Kendriya Sadana,0.00020359916057133048
Hunisemarada Palya,0.00020359916057133048
Bandi Kodigehalli,0.00020359916057133048
Ambedkar nagara,0.00020359916057133048
Krishnaiahnapalya/S.Nagara,0.00020359916057133048
Abbaiah Layout,0.00020359916057133048
Annapurna Nagara,0.00020359916057133048
Bande Bommasandra,0.00020359916057133048
G Hosahalli,0.00020359916057133048
Jnana bharthi layout,0.00020359916057133048
Vidyagiri Layout,0.00020359916057133048
Multiplex Marathahalli,0.00020359916057133048
Nanjarasappa Badavane,0.00020359916057133048
Sampige Road Metro Station,0.00020359916057133048
Chikkamaranahalli,0.00020359916057133048
Madalakote,0.00020359916057133048
Jodi Ragi Thimmasandra,0.00020359916057133048
Nagenahalli,0.00020359916057133048
Mathikere Chowdeshwari Bus Staion,0.00020359916057133048
Jalahalli East Area 7th camp,0.00020359916057133048
Jaipura,0.00020359916057133048
Ashraya Nagara,0.00020359916057133048
Sakammana Badavane,0.00020359916057133048
Kurubarahalli JC Nagara,0.00020359916057133048
Kodigehalli Canara Bank Colony,0.00020359916057133048
Chinnappana Garden,0.00020359916057133048
Yennigere,0.00020359916057133048
Nandhi Garden,0.00020359916057133048
Jai Maruthi Nagara,0.00020359916057133048
Kembhathahalli,0.00020359916057133048
Krishnananda Nagara,0.00020359916057133048
Ravi Badavane,0.00020359916057133048
Sahakara Nagar Cauvery School,0.00020359916057133048
Upadyaya Badavane,0.00020359916057133048
Hemapura,0.00020359916057133048
Vidya peeta Circle,0.00020359916057133048
Pramod Layout,0.00020359916057133048
Haridasa Nagara,0.00020359916057133048
Javaregowda Nagara,0.00020359916057133048
Shakthi Hill Resorts,0.00020359916057133048
Patalappa Layout,0.00020359916057133048
Chikka Kukkanahalli,0.00020359916057133048
Thimmegowdana Palya,0.00020359916057133048
SHAMPURA,0.00020359916057133048
Shivarama karanth layout 10th Cross,0.00020359916057133048
Jigani Bus Stand,0.00020359916057133048
KG Shrinivaspura,0.00020359916057133048
Regional Passport Office,0.00020359916057133048
Abbanakuppe,0.00020359916057133048
Soundarya Layout,0.00020359916057133048
Marasandra Circle,0.00020359916057133048
Chinnappanahalli,0.00020359916057133048
Tanisandra,0.00020359916057133048
Sports Authority of India,0.00020359916057133048
Bommana Bande,0.00020359916057133048
Kodigehalli-Doddaballapura,0.00020359916057133048
Omkaranagara,0.00020359916057133048
HBR Layout BDA Complex,0.00020359916057133048
Kalidasa Layout,0.00020359916057133048
Tataguni,0.00020359916057133048
MARSUR,0.00020359916057133048
HELLELLIGE,0.00020359916057133048
Ambedkar Nagara,0.00020359916057133048
Nallurahalli,0.00020359916057133048
Arekere BTS Layout,0.00020359916057133048
Thattaguppe,0.00020359916057133048
MICO Layout Checkpost,0.00020359916057133048
Jayanagara 5th Block,0.00020359916057133048
Rajendranagar,0.00020359916057133048
Ramesh nagara,0.00020359916057133048
Ittina Neela Apartment,0.00020359916057133048
Surya City,0.00020359916057133048
Lal Bahadur Shastri Nagara Anjanapura,0.00020359916057133048
Koramangala Kendriya Sadan,0.00020359916057133048
Rajani Farm,0.00020359916057133048
Mestripalya,0.00020359916057133048
Mitaganahalli,0.00020359916057133048
Tharabana Halli,0.00020359916057133048
Medarahalli Railway Cross,0.00020359916057133048
Devalapura,0.00020359916057133048
Pichguntarahalli,0.00020359916057133048
Soukhya Hospital,0.00020359916057133048
Guddahatti,0.00020359916057133048
"Judicial Layout,8th main,TalagattaPura",0.00020359916057133048
Thimmasandra,0.00020359916057133048
Satya Sai Hospital,0.00020359916057133048
Adugodi Police Quarters,0.00020359916057133048
Adugodi,0.00020359916057133048
MICO Layout,0.00020359916057133048
Lakshmi Temple,0.00020359916057133048
Bhodana Hosahalli,0.00020359916057133048
Raghavendra Badavane,0.00020359916057133048
Raghavendra Colony,0.00020359916057133048
Bangalore Children Hospital,0.00020359916057133048
Dattatreya Temple,0.00020359916057133048
Thyagaraja Nagara,0.00020359916057133048
Kempanahalli,0.00020359916057133048
Hosa Road,0.00020359916057133048
Veerasagara,0.00020359916057133048
Maruthi Nagara,0.00020359916057133048
Hongasandra mico layout,0.00020359916057133048
City Civil Court,0.00020359916057133048
Rayasandra,0.00020359916057133048
HULLAHALLI,0.00020359916057133048
HSR 19th Main 13th Cross,0.00020359916057133048
Eshwara Layout,0.00020359916057133048
Mandooru,0.00020359916057133048
BN Bache Gowda Badavane,0.00020359916057133048
Jayanthi Nagar,0.00020359916057133048
Amruthnagar,0.00020359916057133048
Kempegowda Garden,0.00020359916057133048
Suryanagar,0.00020359916057133048
Sashiveghatta,0.00020359916057133048
Devendra Nagara,0.00020359916057133048
Hosapallya,0.00020359916057133048
Sowdamini Kalyana Mantapa,0.00020359916057133048
Srinidhi Layout,0.00020359916057133048
Punjab National Bank Layout,0.00020359916057133048
Brigade Millenium,0.00020359916057133048
Hanchipura,0.00020359916057133048
HSR Layout,0.00020359916057133048
Pattandur Agrahara,0.00020359916057133048
Thippenahalli Anjaneya Temple,0.00020359916057133048
NRI Layout,0.00020359916057133048
Saiyadribalaga Layout,0.00020359916057133048
Swatantryodhara Nagara,0.00020359916057133048
BGS Hospital,0.00020359916057133048
Anche Palya,0.00020359916057133048
Shanubhogana Halli,0.00020359916057133048
Geleyara Balaga,0.00020359916057133048
Gidadakonenahalli,0.00020359916057133048
Depot-22-BS,0.00020359916057133048
Indira Priyadarshini Nagara,0.00020359916057133048
Basavanapura Gate Bannerghatta Road,0.00020359916057133048
Jaraganahalli Cross,0.00020359916057133048
Innovative Film city,0.00020359916057133048
Chamarajpet Play Ground,0.00020343999148708154
Depot-41,0.00020303739028025705
Nagashetty Halli E Spring Apartment,0.00020160233855233376
Jayadeva Signal,0.00020111515041430729
HAL Police Station,0.00020111515041430729
MG Road Metro Station,0.0002009100802468228
ITI Gate,0.00020030257607005816
Katriguppe Kamkya Talkies,0.00020030257607005816
Bagalagunte,0.00019978211338684366
Mekhri Circle,0.00019977325423618287
Jalli Machine,0.000199358387662661
Kodigehalli,0.000199358387662661
Adityanagara Jally Machine,0.000199358387662661
BTL College,0.0001993300476000191
Ittuguru,0.00019907735741694812
Bagmane Tech Park,0.00019865225771194093
Nrupathunga Nagara,0.00019865225771194093
Arekere Gate,0.00019810528953610523
BMT-43,0.00019658624011016277
Corporation,0.0001958389159628563
Malleshwaram 8th Cross,0.0001949183499459079
Doddabasti,0.0001949183499459079
Police Traning Center,0.0001949183499459079
Nimra maszid,0.0001949183499459079
Jnanakshi Vidyanikathna School,0.0001941904909071367
Hullalu,0.00019347882346884874
Gnana Bodini School,0.00019347882346884874
Belathuru,0.00019294697609169775
Om Shakthi Temple,0.00019294697609169775
Amma Ashrama,0.00019294697609169775
Brundavananagara Jinke Park,0.00019294697609169775
BALAJINAGARA,0.00019294697609169775
Old Gurrappana Palya,0.00019294697609169775
Immadihalli,0.00019294697609169775
Chikkajala,0.00019294697609169775
Kannalli,0.00019294697609169775
Hanumantappa Layout,0.00019294697609169775
Vidyasagara Bus Stoop,0.00019294697609169775
Marenahalli Bande,0.00019294697609169775
Balagere,0.00019294697609169775
KP Agrahara 16th cross,0.00019294697609169775
Chikkabettahalli,0.00019294697609169775
Herohalli,0.00019294697609169775
Kammana Halli,0.00019294697609169775
Hosahally,0.00019294697609169775
Royale Concorde School,0.00019294697609169775
JP Nagara 15th Cross,0.00019294697609169775
Udayanagara,0.00019294697609169775
Anchepalya Nelamangla Road,0.00019294697609169775
Jagadeesha nagar,0.00019294697609169775
Basavanapura Govt School,0.00019294697609169775
Coxtown Circle,0.00019294697609169775
Fayazabad,0.00019294697609169775
Rajaji Nagara Ramamandira,0.00019294697609169775
Allalasandra Janapriya Apartmet,0.00019294697609169775
Gajendra Nagara,0.00019294697609169775
Sheila Kothavala Institute For Deaf,0.00019294697609169775
R T NAGARA,0.00019294697609169775
Hosakote Govt High School,0.00019294697609169775
Kolipura Uttanahalli,0.00019294697609169775
Mariyamma Layout,0.00019294697609169775
HBR Layout,0.00019294697609169775
Muddamma Garden,0.00019294697609169775
Vidyasagara Bus Stop,0.00019294697609169775
Shiluvepura,0.00019294697609169775
AGS Layout Manganahalli,0.00019294697609169775
Malagala Bus Stand,0.00019294697609169775
BALAJI LAYOUT,0.00019294697609169775
Halage Vaderahalli,0.0001925735253456411
Yeliyuru,0.00019254077599484986
Makali,0.00019149324665988318
Depot-02,0.00019118203760848357
Banasawadi Petrol Bunk,0.00019118203760848357
Govardhan Talkies,0.00019095745140353034
Kudlu Gate,0.00019053938710845075
SHANTHI NAGAR BUS STAND,0.00019053938710845075
Thalaghattapura,0.00019053938710845075
Srinivasa Pura,0.0001904231982581787
Kundana Devanahalli,0.0001904231982581787
Vishwanathapura,0.0001904231982581787
Pillekamma Nagara,0.0001904231982581787
Dodda Cheemanahalli,0.0001904231982581787
Victoria Hospitial,0.00019030755159467103
Kamaraj Road,0.0001902756888696048
GKW Layout Bus Stand,0.0001902756888696048
Deepanjali nagara BMT-16,0.00018946057650255361
ABISRO,0.0001893551906089735
Lingarajapuram,0.00018896286915817155
Sarjapura Signal,0.00018825087434606562
Cauvery Nagara,0.00018822683410523572
Trinity Circle,0.00018822683410523572
Majestic,0.00018818781240202568
Depot 4,0.00018774779519496737
Yehanka 5th phase,0.0001877111091749787
Bharath Nagara 1st Phase,0.0001877111091749787
Brigade Millanium,0.0001877111091749787
Sri Vidyanagara Bus Station,0.0001877111091749787
Sai Arcade Layout,0.0001877111091749787
CBI Office,0.0001877111091749787
Bailanarsapura,0.00018756665079314205
Korati,0.00018756665079314205
Jangama Kote,0.00018756665079314205
Bilijaji,0.00018744840809813853
MGRoad,0.00018744840809813853
Tavarekere,0.00018744840809813853
Hebbagodi,0.00018721463173599067
Srinivasa Nagara,0.00018721463173599067
Gandhi Bazaar,0.0001872064164915342
St Joseph High Scholl,0.00018701122992816817
Electronic City Infosys Software Company,0.00018697250944971333
Halasuru Police Station,0.00018697250944971333
Thammenahalli Palya,0.00018679740792607933
D Hosahalli Cross,0.00018679740792607933
Gangamma Circle,0.0001867110489898836
Katriguppe,0.0001867110489898836
Gavigangadeshwara Temple,0.00018650465943100724
Konappana Agarahara,0.0001863922289459063
Konappana Agrahara,0.0001863922289459063
Rajagopalanagara Police Station,0.00018631586090096233
Anantapura Gate,0.00018631586090096233
Sri Mata Amruthanandamayi Mutt,0.00018631586090096233
Jn of Kommaghatta Road,0.00018631586090096233
MCTC Satellite Bus Stand,0.00018631586090096233
Yelahanka Police Station,0.0001859926461493473
DASANAPURA,0.00018589472882272698
Yamalur,0.00018550854062374957
Mattahalli Cross,0.0001850819851247335
Devasandra,0.0001850819851247335
RMV 2nd Stage,0.0001850819851247335
Bannerghatta Circle,0.0001850819851247335
Avalahalli,0.0001849824300417717
Maniksha Parade Ground,0.00018494044988698598
DEPOT-30,0.00018494044988698598
Kamakya,0.00018482751521079645
Show Mall,0.00018482751521079645
Shrinidhi Layout,0.00018482751521079645
Laggere Last Stop,0.0001845956574791504
Agrahara Dasarahalli,0.00018414449216982797
Gorgunte Palya,0.00018410873039110845
Madivala Mosque,0.00018401897018937305
Hampinagara 7th Main,0.00018401897018937305
Jayamangala,0.00018384554552439828
RTO Vishweshwaraiah Layout,0.00018369528075819127
BTM water Tank,0.00018369528075819127
Ayyappa Temple,0.00018369528075819127
Koramangala Kalyana Mantapa,0.00018369528075819127
Koli Farm Gate Bannerghatta Road,0.00018369528075819127
Jayanagara T Block,0.00018360917225438905
VADDARAPALYA,0.00018360917225438905
Wipro Corporate Office,0.00018360917225438905
Guttepalya,0.00018360917225438905
Depot-20,0.00018360917225438905
Jn of Tumkur Road,0.00018331781180722632
Konanakunte New Bank colony Kanakapura Road,0.00018331781180722632
Jn of Swamy Vivekananda Road,0.00018330470766671951
K Dommasandra,0.00018330470766671951
BASAVESHWARA NAGARA,0.00018311569044655168
Heelalige,0.0001830859264196754
Basaveshwara Nagara Circle,0.0001830859264196754
Jalahalli cross,0.0001830859264196754
Sarjapura Wipro,0.0001830859264196754
Garebhavi Palya,0.00018304609938161868
Brigade Gateway/Orian Mall,0.00018297704035329494
Kanasawadi Mudhure Temple,0.00018234712350257955
Kempu Dommasandra,0.000182305775851372
Rachamanahalli Attibele Road,0.000182305775851372
Prestige Shanthinikethan,0.00018217904851007438
Binnamangala,0.00018217904851007438
SAP ITPL,0.0001815265631856124
Shanthinagara KSRTC Qtrs,0.0001810981908206466
Chamarajpet Edga Mydana,0.00018081601978750907
Maruthinagara,0.00017948962779958683
Hongansandra,0.00017948962779958683
